매입사,고객ID,카드유형,거래일,거래시간,승인금액,할부,인원
비씨카드,C-04930,일반,2014-06-19,13:24:08,"25,800",0,2
비씨카드,C-28150,체크,2014-06-19,13:25:28,"38,700",0,3
비씨카드,C-25503,일반,2014-06-19,13:31:56,"25,800",0,2
비씨카드,C-36896,체크,2014-06-19,13:50:22,"12,900",0,1
국민카드,C-15968,체크,2014-06-19,13:50:35,"12,900",0,1
비씨카드,C-25867,체크,2014-06-19,13:50:46,"12,900",0,1
외환카드,C-05262,일반,2014-06-19,13:50:59,"12,900",0,1
신한카드,C-09782,일반,2014-06-19,13:51:16,"51,600",0,4
신한카드,C-12471,일반,2014-06-19,13:51:34,"31,700",0,2
롯데카드,C-31767,체크,2014-06-19,13:55:48,"25,800",0,2
국민카드,C-22482,일반,2014-06-19,13:58:52,"25,800",0,2
삼성카드,C-32567,일반,2014-06-19,14:15:10,"51,600",3,4
신한카드,C-09312,일반,2014-06-19,14:15:53,"25,800",0,2
농협카드,C-27364,체크,2014-06-19,14:30:10,"154,800",0,10
국민카드,C-16192,체크,2014-06-19,15:18:52,"25,800",0,2
비씨카드,C-05450,체크,2014-06-19,15:31:17,"25,800",0,2
신한카드,C-26324,체크,2014-06-19,16:07:00,"38,700",0,3
비씨카드,C-37271,체크,2014-06-19,17:25:27,"105,000",0,8
신한카드,C-02457,일반,2014-06-19,17:38:24,"44,700",0,3
농협카드,C-24196,체크,2014-06-19,18:02:05,"14,900",0,1
비씨카드,C-28539,일반,2014-06-19,18:02:20,"44,700",0,3
비씨카드,C-41039,체크,2014-06-19,18:18:28,"29,800",0,2
국민카드,C-15918,체크,2014-06-19,18:23:24,"29,800",0,2
비씨카드,C-38495,체크,2014-06-19,18:36:05,"25,800",0,2
현대카드,C-23847,일반,2014-06-19,18:36:58,"29,800",0,2
신한카드,C-00168,일반,2014-06-19,18:42:50,"29,800",0,2
비씨카드,C-36290,일반,2014-06-19,19:08:58,"29,800",0,2
국민카드,C-41805,일반,2014-06-19,19:14:02,"47,500",0,4
신한카드,C-00824,일반,2014-06-19,19:15:25,"29,800",0,2
국민카드,C-13454,체크,2014-06-19,19:19:23,"29,800",0,2
신한카드,C-33533,일반,2014-06-19,19:28:44,"29,800",0,2
국민카드,C-13457,체크,2014-06-19,19:31:02,"14,900",0,1
국민카드,C-36518,체크,2014-06-19,19:42:56,"29,800",0,2
신한카드,C-25081,일반,2014-06-19,19:51:09,"74,500",0,5
삼성카드,C-20151,일반,2014-06-19,20:05:40,"29,800",0,2
현대카드,C-42890,일반,2014-06-19,20:10:38,"29,800",0,2
롯데카드,C-01935,일반,2014-06-19,20:13:14,"29,800",0,2
신한카드,C-26601,체크,2014-06-19,20:21:24,"29,800",0,2
삼성카드,C-02084,일반,2014-06-19,20:22:46,"29,800",0,2
비씨카드,C-19377,일반,2014-06-19,20:23:01,"44,700",0,3
비씨카드,C-37232,체크,2014-06-19,20:25:53,"68,500",0,5
비씨카드,C-35835,일반,2014-06-19,20:26:22,"29,800",0,2
신한카드,C-33338,일반,2014-06-19,20:42:31,"74,500",0,5
외환카드,C-05261,일반,2014-06-19,20:43:04,"38,700",0,3
신한카드,C-25078,일반,2014-06-19,20:55:52,"52,700",0,4
롯데카드,C-13104,일반,2014-06-19,21:12:31,"59,600",0,4
신한카드,C-00391,일반,2014-06-19,21:13:13,"74,500",0,5
외환카드,C-02398,일반,2014-06-19,21:15:58,"53,600",0,4
신한카드,C-26803,체크,2014-06-19,21:16:57,"29,800",0,2
비씨카드,C-38483,체크,2014-06-19,21:18:08,"188,000",0,12
외환카드,C-39095,체크,2014-06-19,21:28:58,"44,700",0,3
신한카드,C-12442,일반,2014-06-20,12:18:56,"12,900",0,1
비씨카드,C-06685,체크,2014-06-20,12:19:10,"12,900",0,1
비씨카드,C-36081,일반,2014-06-20,12:30:56,"25,800",0,2
국민카드,C-13590,체크,2014-06-20,12:41:18,"64,500",0,5
국민카드,C-13625,체크,2014-06-20,12:46:56,"25,800",0,2
농협카드,C-39190,체크,2014-06-20,12:47:18,"25,800",0,2
신한카드,C-10052,일반,2014-06-20,12:48:06,"38,700",0,3
신한카드,C-23542,일반,2014-06-20,12:48:42,"25,800",0,2
국민카드,C-22494,일반,2014-06-20,12:49:53,"38,700",0,3
국민카드,C-06535,일반,2014-06-20,12:51:00,"25,800",0,2
현대카드,C-03024,일반,2014-06-20,12:54:12,"25,800",0,2
비씨카드,C-30949,체크,2014-06-20,13:06:23,"51,600",0,4
신한카드,C-00305,일반,2014-06-20,13:09:09,"25,800",0,2
국민카드,C-42237,일반,2014-06-20,13:12:36,"38,700",0,3
신한카드,C-23444,일반,2014-06-20,13:22:16,"12,900",0,1
비씨카드,C-08654,일반,2014-06-20,13:22:23,"12,900",0,1
비씨카드,C-28211,체크,2014-06-20,13:33:42,"12,900",0,1
비씨카드,C-03751,일반,2014-06-20,13:33:52,"12,900",0,1
국민카드,C-16143,체크,2014-06-20,13:34:07,"25,800",0,2
외환카드,C-38908,체크,2014-06-20,13:41:25,"38,700",0,3
비씨카드,C-40609,체크,2014-06-20,13:48:00,"25,800",0,2
국민카드,C-41871,일반,2014-06-20,13:52:30,"25,800",0,2
현대카드,C-42575,일반,2014-06-20,13:53:46,"25,800",0,2
신한카드,C-00997,일반,2014-06-20,13:56:37,"25,800",0,2
신한카드,C-00139,일반,2014-06-20,14:07:58,"38,700",0,3
국민카드,C-13676,체크,2014-06-20,14:08:16,"38,700",0,3
삼성카드,C-02137,일반,2014-06-20,14:13:22,"25,800",0,2
비씨카드,C-27993,체크,2014-06-20,14:14:28,"38,700",0,3
국민카드,C-16136,체크,2014-06-20,14:19:12,"38,700",0,3
신한카드,C-02455,일반,2014-06-20,14:41:35,"25,800",0,2
비씨카드,C-40525,체크,2014-06-20,14:44:32,"25,800",0,2
외환카드,C-20707,체크,2014-06-20,14:44:58,"25,800",0,2
비씨카드,C-28543,일반,2014-06-20,14:46:40,"25,800",0,2
국민카드,C-10898,일반,2014-06-20,14:47:12,"25,800",0,2
비씨카드,C-38588,체크,2014-06-20,14:55:40,"25,800",0,2
신한카드,C-12269,일반,2014-06-20,14:59:35,"90,300",0,6
외환카드,C-19106,체크,2014-06-20,15:24:23,"12,900",0,1
국민카드,C-22479,일반,2014-06-20,15:24:33,"12,900",0,1
국민카드,C-13568,체크,2014-06-20,15:24:51,"38,700",0,3
비씨카드,C-35255,일반,2014-06-20,15:28:22,"25,800",0,2
국민카드,C-13463,체크,2014-06-20,15:47:48,"12,900",0,1
삼성카드,C-02653,일반,2014-06-20,15:59:52,"25,800",0,2
외환카드,C-06721,일반,2014-06-20,16:12:29,"25,800",0,2
비씨카드,C-27905,체크,2014-06-20,16:29:01,"25,800",0,2
현대카드,C-11992,일반,2014-06-20,16:48:52,"29,800",0,2
비씨카드,C-21501,일반,2014-06-20,16:59:19,"29,800",0,2
국민카드,C-15834,체크,2014-06-20,17:00:48,"29,800",0,2
삼성카드,C-32826,일반,2014-06-20,17:01:07,"25,800",0,2
삼성카드,C-08965,체크,2014-06-20,17:08:21,"29,800",0,2
비씨카드,C-28243,체크,2014-06-20,17:18:20,"29,800",0,2
비씨카드,C-31015,체크,2014-06-20,17:41:19,"29,800",0,2
현대카드,C-06788,일반,2014-06-20,18:23:16,"29,800",0,2
신한카드,C-12403,일반,2014-06-20,18:33:51,"29,800",0,2
신한카드,C-23577,일반,2014-06-20,18:39:56,"14,900",0,1
비씨카드,C-28725,체크,2014-06-20,18:42:16,"29,800",0,2
삼성카드,C-13243,일반,2014-06-20,18:43:00,"29,800",0,2
신한카드,C-12292,일반,2014-06-20,18:50:52,"29,800",0,2
신한카드,C-26625,체크,2014-06-20,18:54:47,"14,900",0,1
롯데카드,C-20032,일반,2014-06-20,19:05:00,"32,700",0,3
국민카드,C-36489,체크,2014-06-20,19:24:31,"44,700",0,3
국민카드,C-13408,체크,2014-06-20,19:36:16,"44,700",0,3
신한카드,C-00059,일반,2014-06-20,19:42:41,"44,700",0,3
삼성카드,C-32986,일반,2014-06-20,19:52:39,"29,800",0,2
삼성카드,C-13713,일반,2014-06-20,19:54:50,"14,900",0,1
비씨카드,C-15612,일반,2014-06-20,19:56:25,"23,800",0,2
외환카드,C-04684,일반,2014-06-20,20:00:16,"104,300",0,7
비씨카드,C-40630,체크,2014-06-20,20:01:19,"29,800",0,2
신한카드,C-12561,일반,2014-06-20,20:07:18,"59,600",0,4
비씨카드,C-25501,일반,2014-06-20,20:12:05,"14,900",0,1
국민카드,C-36627,체크,2014-06-20,20:30:43,"14,900",0,1
국민카드,C-36477,체크,2014-06-20,20:30:57,"14,900",0,1
신한카드,C-09638,일반,2014-06-20,20:31:13,"14,900",0,1
신한카드,C-01463,일반,2014-06-20,20:31:55,"44,700",0,3
비씨카드,C-28301,체크,2014-06-20,20:40:41,"29,800",0,2
국민카드,C-25580,일반,2014-06-20,20:46:00,"33,800",0,3
신한카드,C-26809,체크,2014-06-20,20:52:15,"59,500",0,4
삼성카드,C-20164,일반,2014-06-20,20:53:31,"29,800",0,2
비씨카드,C-24695,일반,2014-06-20,20:58:27,"29,800",0,2
삼성카드,C-08964,체크,2014-06-20,21:04:16,"50,600",0,4
롯데카드,C-06219,체크,2014-06-20,21:06:45,"59,600",0,4
농협카드,C-27331,체크,2014-06-20,21:07:34,"29,800",0,2
비씨카드,C-43709,체크,2014-06-20,21:13:22,"59,600",0,4
국민카드,C-41701,일반,2014-06-20,21:13:57,"23,800",0,2
농협카드,C-39730,체크,2014-06-20,21:15:30,"29,800",0,2
국민카드,C-10861,일반,2014-06-20,21:20:57,"38,700",0,3
외환카드,C-19904,일반,2014-06-20,21:21:12,"29,800",0,2
비씨카드,C-37995,체크,2014-06-20,21:33:55,"29,800",0,2
롯데카드,C-13162,일반,2014-06-20,21:34:46,"44,700",0,3
비씨카드,C-03700,일반,2014-06-21,12:25:13,"31,800",0,3
외환카드,C-19583,일반,2014-06-21,12:42:01,"42,700",0,3
신한카드,C-09535,일반,2014-06-21,12:44:19,"15,900",0,1
비씨카드,C-21340,일반,2014-06-21,12:52:24,"119,000",0,8
신한카드,C-26502,체크,2014-06-21,12:54:38,"31,800",0,3
현대카드,C-42562,일반,2014-06-21,12:55:12,"37,700",0,3
신한카드,C-34288,체크,2014-06-21,13:01:42,"15,900",0,2
신한카드,C-34288,체크,2014-06-21,13:02:23,"15,900",0,2
삼성카드,C-32850,일반,2014-06-21,13:03:17,"58,600",0,4
국민카드,C-36667,체크,2014-06-21,13:09:17,"79,500",0,5
비씨카드,C-37637,체크,2014-06-21,13:11:03,"47,700",0,4
비씨카드,C-37543,체크,2014-06-21,13:13:00,"127,200",0,8
신한카드,C-12174,일반,2014-06-21,13:14:33,"53,600",0,4
현대카드,C-42861,일반,2014-06-21,13:16:54,"63,600",0,4
비씨카드,C-25903,체크,2014-06-21,13:19:58,"31,800",0,3
신한카드,C-09361,일반,2014-06-21,13:22:13,"63,600",0,4
삼성카드,C-20543,일반,2014-06-21,13:23:18,"80,400",0,6
비씨카드,C-03982,일반,2014-06-21,13:30:12,"31,800",0,3
외환카드,C-39099,체크,2014-06-21,13:30:57,"47,700",0,3
비씨카드,C-21161,일반,2014-06-21,13:38:44,"96,300",0,7
삼성카드,C-02102,일반,2014-06-21,13:41:06,"31,800",0,2
외환카드,C-10543,일반,2014-06-21,13:47:10,"31,800",0,2
국민카드,C-25648,일반,2014-06-21,13:52:31,"47,700",0,4
삼성카드,C-02324,일반,2014-06-21,13:56:59,"31,800",0,2
국민카드,C-16003,체크,2014-06-21,14:02:56,"31,800",0,3
국민카드,C-41834,일반,2014-06-21,14:08:39,"26,800",0,2
농협카드,C-27426,체크,2014-06-21,14:09:04,"47,700",0,3
국민카드,C-16015,체크,2014-06-21,14:11:37,"31,800",0,2
삼성카드,C-32034,일반,2014-06-21,14:14:31,"64,500",0,5
신한카드,C-34333,체크,2014-06-21,14:16:29,"31,800",0,3
국민카드,C-13336,체크,2014-06-21,14:17:40,"15,900",0,2
롯데카드,C-31780,체크,2014-06-21,14:17:48,"15,900",0,1
비씨카드,C-29342,체크,2014-06-21,14:18:06,"31,800",0,2
신한카드,C-12139,일반,2014-06-21,14:21:19,"31,800",0,3
비씨카드,C-30163,체크,2014-06-21,14:24:59,"21,800",0,2
신한카드,C-00976,일반,2014-06-21,14:28:28,"63,600",0,5
국민카드,C-15999,체크,2014-06-21,14:32:41,"31,800",0,2
비씨카드,C-04044,일반,2014-06-21,14:33:30,"31,800",0,2
외환카드,C-04727,일반,2014-06-21,14:38:26,"31,800",0,3
국민카드,C-42141,일반,2014-06-21,14:38:56,"31,800",0,3
국민카드,C-36436,체크,2014-06-21,14:45:19,"47,700",0,3
삼성카드,C-20315,일반,2014-06-21,14:47:21,"31,800",0,2
국민카드,C-13501,체크,2014-06-21,15:00:58,"31,800",0,3
신한카드,C-08143,체크,2014-06-21,15:01:50,"31,800",0,3
신한카드,C-17891,체크,2014-06-21,15:02:34,"31,800",0,3
신한카드,C-23585,일반,2014-06-21,15:31:38,"47,700",0,3
신한카드,C-09292,일반,2014-06-21,15:38:11,"59,500",0,4
국민카드,C-11398,일반,2014-06-21,15:39:00,"63,600",0,4
삼성카드,C-22997,일반,2014-06-21,15:45:20,"47,700",0,3
국민카드,C-13331,체크,2014-06-21,15:49:50,"31,800",0,3
롯데카드,C-18645,일반,2014-06-21,15:50:47,"31,800",0,3
비씨카드,C-29082,체크,2014-06-21,15:53:02,"31,800",0,3
비씨카드,C-21462,체크,2014-06-21,15:55:39,"31,800",0,2
신한카드,C-09677,일반,2014-06-21,16:04:29,"31,800",0,2
국민카드,C-41448,일반,2014-06-21,16:15:46,"48,600",0,4
농협카드,C-13947,체크,2014-06-21,16:16:10,"31,800",0,2
외환카드,C-19023,체크,2014-06-21,16:22:21,"31,800",0,3
비씨카드,C-25865,체크,2014-06-21,16:25:46,"6,800",0,1
현대카드,C-07328,일반,2014-06-21,16:45:56,"47,700",0,3
신한카드,C-34390,체크,2014-06-21,17:14:40,"31,800",0,2
신한카드,C-26835,체크,2014-06-21,17:20:51,"31,800",0,2
비씨카드,C-40998,체크,2014-06-21,17:21:23,"47,700",0,3
국민카드,C-13281,체크,2014-06-21,17:24:08,"31,800",0,2
국민카드,C-36638,체크,2014-06-21,17:26:09,"31,800",0,2
신한카드,C-00221,일반,2014-06-21,17:26:31,"15,900",0,1
국민카드,C-13680,체크,2014-06-21,17:27:39,"31,800",0,3
농협카드,C-40376,체크,2014-06-21,17:33:28,"31,800",0,2
삼성카드,C-32191,일반,2014-06-21,17:38:54,"47,700",0,4
국민카드,C-15907,체크,2014-06-21,17:41:46,"31,800",0,3
비씨카드,C-36700,체크,2014-06-21,17:44:38,"31,800",0,2
국민카드,C-41283,일반,2014-06-21,17:59:36,"31,800",0,2
신한카드,C-16809,체크,2014-06-21,18:00:02,"15,900",0,1
외환카드,C-19734,일반,2014-06-21,18:00:42,"31,800",0,3
비씨카드,C-40563,체크,2014-06-21,18:01:36,"31,800",0,3
신한카드,C-16945,체크,2014-06-21,18:05:53,"31,800",0,2
삼성카드,C-32876,일반,2014-06-21,18:10:58,"31,800",0,2
농협카드,C-24021,체크,2014-06-21,18:12:10,"31,800",0,2
비씨카드,C-24585,체크,2014-06-21,18:12:32,"31,800",0,3
비씨카드,C-28172,체크,2014-06-21,18:18:46,"31,800",0,2
신한카드,C-01411,일반,2014-06-21,18:27:06,"31,800",0,2
국민카드,C-15933,체크,2014-06-21,18:27:32,"53,600",0,4
비씨카드,C-11902,일반,2014-06-21,18:31:07,"133,100",0,9
외환카드,C-34794,일반,2014-06-21,18:46:18,"47,700",0,4
외환카드,C-38813,체크,2014-06-21,18:51:43,"15,900",0,2
신한카드,C-34709,체크,2014-06-21,18:51:58,"15,900",0,2
신한카드,C-10000,일반,2014-06-21,18:52:42,"31,800",0,2
외환카드,C-38918,체크,2014-06-21,18:58:24,"63,600",0,4
비씨카드,C-05392,체크,2014-06-21,19:05:57,"48,600",0,4
신한카드,C-00909,일반,2014-06-21,19:06:21,"31,800",0,3
국민카드,C-41348,일반,2014-06-21,19:06:39,"31,800",0,3
국민카드,C-11522,일반,2014-06-21,19:09:10,"42,700",0,3
비씨카드,C-08939,체크,2014-06-21,19:09:47,"31,800",0,3
현대카드,C-43126,일반,2014-06-21,19:10:37,"90,400",0,6
신한카드,C-00521,일반,2014-06-21,19:11:00,"58,600",0,4
비씨카드,C-31019,체크,2014-06-21,19:11:26,"63,600",0,5
비씨카드,C-21767,일반,2014-06-21,19:12:26,"47,700",0,3
신한카드,C-08244,체크,2014-06-21,19:21:42,"37,700",0,3
국민카드,C-15870,체크,2014-06-21,19:26:24,"95,400",0,6
신한카드,C-00278,일반,2014-06-21,19:32:23,"31,800",0,2
비씨카드,C-14560,일반,2014-06-21,19:34:07,"65,700",0,5
비씨카드,C-40529,체크,2014-06-21,19:37:00,"31,800",0,2
신한카드,C-12526,일반,2014-06-21,19:37:36,"47,700",0,4
농협카드,C-40029,체크,2014-06-21,19:41:18,"31,800",0,2
국민카드,C-16118,체크,2014-06-21,19:43:05,"31,800",0,2
국민카드,C-36552,체크,2014-06-21,19:47:43,"31,800",0,3
국민카드,C-13398,체크,2014-06-21,19:48:32,"47,700",0,3
신한카드,C-08682,일반,2014-06-21,19:57:27,"63,600",0,4
비씨카드,C-38665,체크,2014-06-21,20:02:22,"31,800",0,3
비씨카드,C-24602,체크,2014-06-21,20:06:24,"31,800",0,2
비씨카드,C-27711,체크,2014-06-21,20:09:31,"31,800",0,2
국민카드,C-13593,체크,2014-06-21,20:15:52,"31,800",0,3
비씨카드,C-27786,체크,2014-06-21,20:16:13,"31,800",0,2
현대카드,C-01546,일반,2014-06-21,20:24:59,"15,900",0,2
비씨카드,C-30068,체크,2014-06-21,20:25:08,"15,900",0,2
외환카드,C-33275,체크,2014-06-21,20:28:43,"15,900",0,1
신한카드,C-16853,체크,2014-06-21,20:30:57,"2,000",0,1
농협카드,C-39766,체크,2014-06-21,20:31:03,"29,800",0,2
외환카드,C-01611,일반,2014-06-21,20:37:08,"42,700",0,3
비씨카드,C-21629,일반,2014-06-21,20:38:36,"31,800",0,3
국민카드,C-11142,일반,2014-06-21,20:41:40,"31,800",0,2
신한카드,C-34573,체크,2014-06-21,20:46:31,"63,600",0,4
신한카드,C-00054,일반,2014-06-21,20:48:58,"58,600",0,4
현대카드,C-25022,일반,2014-06-21,20:50:25,"113,100",0,8
비씨카드,C-29246,체크,2014-06-21,20:55:39,"90,400",0,7
신한카드,C-00693,일반,2014-06-21,20:57:55,"31,800",0,2
현대카드,C-43409,일반,2014-06-21,21:02:42,"31,800",0,3
비씨카드,C-40679,체크,2014-06-21,21:08:16,"63,600",0,5
농협카드,C-24327,체크,2014-06-21,21:09:03,"63,600",0,5
현대카드,C-06802,일반,2014-06-21,21:12:59,"63,600",0,5
국민카드,C-13627,체크,2014-06-21,21:15:07,"31,800",0,3
국민카드,C-33254,일반,2014-06-21,21:15:36,"58,600",0,4
신한카드,C-17262,체크,2014-06-21,21:21:04,"31,800",0,3
국민카드,C-16023,체크,2014-06-21,21:33:18,"63,600",0,4
비씨카드,C-40798,체크,2014-06-21,21:33:47,"31,800",0,2
국민카드,C-41632,일반,2014-06-21,21:35:47,"31,800",0,3
신한카드,C-01321,일반,2014-06-22,12:42:46,"31,800",0,3
삼성카드,C-02594,일반,2014-06-22,12:48:43,"31,800",0,2
삼성카드,C-02799,일반,2014-06-22,12:49:59,"31,800",0,3
신한카드,C-34223,체크,2014-06-22,12:50:30,"99,400",0,7
롯데카드,C-14390,일반,2014-06-22,12:55:20,"129,900",3,9
국민카드,C-36407,체크,2014-06-22,13:03:42,"11,800",0,1
비씨카드,C-31215,체크,2014-06-22,13:09:08,"37,700",0,3
신한카드,C-16690,체크,2014-06-22,13:09:51,"31,800",0,3
현대카드,C-07071,일반,2014-06-22,13:11:49,"63,600",0,4
신한카드,C-33545,일반,2014-06-22,13:15:31,"74,500",0,5
국민카드,C-41935,일반,2014-06-22,13:16:17,"42,700",0,3
농협카드,C-24083,체크,2014-06-22,13:16:55,"31,800",0,2
삼성카드,C-02600,일반,2014-06-22,13:27:56,"69,500",0,5
비씨카드,C-30222,체크,2014-06-22,13:28:45,"31,800",0,2
삼성카드,C-32930,일반,2014-06-22,13:30:09,"31,800",0,3
신한카드,C-17350,체크,2014-06-22,13:38:29,"15,900",0,2
농협카드,C-24355,체크,2014-06-22,13:38:42,"15,900",0,1
비씨카드,C-35788,일반,2014-06-22,13:38:52,"15,900",0,1
국민카드,C-13548,체크,2014-06-22,13:41:46,"31,800",0,3
국민카드,C-10930,일반,2014-06-22,13:55:59,"47,700",0,4
현대카드,C-07218,일반,2014-06-22,13:56:39,"31,800",0,3
현대카드,C-42697,일반,2014-06-22,14:07:29,"31,800",0,3
비씨카드,C-40713,체크,2014-06-22,14:12:02,"31,800",0,2
국민카드,C-13413,체크,2014-06-22,14:12:31,"31,800",0,2
국민카드,C-16109,체크,2014-06-22,14:17:05,"47,700",0,3
비씨카드,C-30945,일반,2014-06-22,14:28:30,"47,700",0,4
비씨카드,C-22114,체크,2014-06-22,14:33:03,"31,800",0,3
외환카드,C-19170,체크,2014-06-22,14:33:51,"31,800",0,2
비씨카드,C-15237,일반,2014-06-22,14:36:54,"42,700",0,3
삼성카드,C-20320,일반,2014-06-22,14:38:55,"58,600",0,4
롯데카드,C-12871,일반,2014-06-22,14:40:34,"31,800",0,3
국민카드,C-41848,일반,2014-06-22,14:50:27,"37,700",0,3
비씨카드,C-37708,체크,2014-06-22,14:53:58,"63,600",0,4
신한카드,C-09351,일반,2014-06-22,15:04:45,"42,700",0,3
삼성카드,C-20597,일반,2014-06-22,15:07:31,"53,600",0,4
국민카드,C-10896,일반,2014-06-22,15:08:26,"43,600",0,3
삼성카드,C-20104,일반,2014-06-22,15:21:11,"26,800",0,2
외환카드,C-19131,체크,2014-06-22,15:22:48,"15,900",0,2
신한카드,C-23519,일반,2014-06-22,15:25:43,"58,600",0,4
국민카드,C-13674,체크,2014-06-22,15:26:10,"31,800",0,2
국민카드,C-36454,체크,2014-06-22,15:30:02,"31,800",0,3
국민카드,C-41389,일반,2014-06-22,15:35:44,"58,600",0,4
비씨카드,C-25183,체크,2014-06-22,15:38:38,"31,800",0,2
신한카드,C-08087,체크,2014-06-22,15:44:15,"31,800",0,2
비씨카드,C-25857,체크,2014-06-22,15:45:45,"47,700",0,3
국민카드,C-11464,일반,2014-06-22,15:54:26,"47,700",0,4
신한카드,C-17730,체크,2014-06-22,15:55:57,"75,600",0,5
삼성카드,C-02109,일반,2014-06-22,15:57:44,"31,800",0,3
신한카드,C-01060,일반,2014-06-22,16:03:45,"47,700",0,3
신한카드,C-12347,일반,2014-06-22,16:04:57,"54,500",0,4
신한카드,C-23606,일반,2014-06-22,16:19:43,"31,800",0,3
외환카드,C-20968,체크,2014-06-22,16:42:12,"31,800",0,2
삼성카드,C-02492,일반,2014-06-22,16:45:01,"39,800",0,3
비씨카드,C-27893,체크,2014-06-22,16:50:29,"31,800",0,3
외환카드,C-01606,일반,2014-06-22,16:52:23,"42,700",0,3
비씨카드,C-19445,일반,2014-06-22,16:56:04,"31,800",0,3
현대카드,C-42711,일반,2014-06-22,17:15:19,"79,500",0,5
비씨카드,C-37516,체크,2014-06-22,17:20:06,"31,800",0,2
외환카드,C-39040,체크,2014-06-22,17:23:05,"31,800",0,3
신한카드,C-17104,체크,2014-06-22,17:23:44,"31,800",0,2
비씨카드,C-30195,체크,2014-06-22,17:28:51,"63,600",0,4
비씨카드,C-35427,일반,2014-06-22,17:30:58,"31,800",0,2
신한카드,C-09407,일반,2014-06-22,17:32:54,"47,700",0,3
국민카드,C-11474,일반,2014-06-22,17:33:58,"42,700",0,3
신한카드,C-16730,체크,2014-06-22,17:34:33,"15,900",0,1
롯데카드,C-18744,일반,2014-06-22,17:34:57,"31,800",0,2
비씨카드,C-06406,체크,2014-06-22,17:36:43,"31,800",0,2
삼성카드,C-02053,일반,2014-06-22,17:48:53,"31,800",0,2
삼성카드,C-02047,일반,2014-06-22,18:09:18,"53,600",0,4
삼성카드,C-20340,일반,2014-06-22,18:15:53,"31,800",0,3
신한카드,C-16531,체크,2014-06-22,18:33:16,"31,800",0,3
삼성카드,C-20571,일반,2014-06-22,18:35:12,"31,800",0,3
비씨카드,C-21361,일반,2014-06-22,18:35:56,"37,700",0,3
신한카드,C-33540,일반,2014-06-22,18:36:14,"31,800",0,3
농협카드,C-39527,체크,2014-06-22,18:49:58,"31,800",0,2
농협카드,C-39411,체크,2014-06-22,18:51:04,"31,800",0,2
신한카드,C-16637,체크,2014-06-22,19:06:13,"31,800",0,2
외환카드,C-19172,체크,2014-06-22,19:08:16,"31,800",0,2
신한카드,C-26876,체크,2014-06-22,19:12:28,"69,500",0,5
국민카드,C-10995,일반,2014-06-22,19:13:53,"47,700",0,3
신한카드,C-33164,체크,2014-06-22,19:14:35,"31,800",0,2
비씨카드,C-37417,체크,2014-06-22,19:15:18,"43,600",0,3
외환카드,C-19563,일반,2014-06-22,19:17:01,"31,800",0,2
국민카드,C-41719,일반,2014-06-22,19:19:42,"31,800",0,2
국민카드,C-16229,체크,2014-06-22,19:27:37,"31,800",0,2
외환카드,C-01659,일반,2014-06-22,19:28:20,"42,700",0,3
농협카드,C-34155,일반,2014-06-22,19:28:35,"47,700",0,4
농협카드,C-27527,체크,2014-06-22,19:29:13,"31,800",0,3
현대카드,C-03452,일반,2014-06-22,19:31:37,"31,800",0,2
국민카드,C-41377,일반,2014-06-22,19:39:31,"74,500",0,5
비씨카드,C-28082,체크,2014-06-22,19:40:17,"31,800",0,2
비씨카드,C-25762,체크,2014-06-22,19:40:28,"31,800",0,3
국민카드,C-25294,일반,2014-06-22,19:45:23,"31,800",0,2
신한카드,C-26256,체크,2014-06-22,19:45:52,"69,500",0,5
외환카드,C-20823,체크,2014-06-22,19:46:15,"31,800",0,3
현대카드,C-42754,일반,2014-06-22,19:48:25,"48,600",0,4
비씨카드,C-29819,체크,2014-06-22,19:49:22,"15,900",0,2
신한카드,C-26978,체크,2014-06-22,19:49:32,"15,900",0,2
삼성카드,C-32594,일반,2014-06-22,19:49:49,"31,800",0,3
비씨카드,C-10221,일반,2014-06-22,19:50:14,"42,700",0,3
농협카드,C-23766,일반,2014-06-22,19:51:52,"31,800",0,3
현대카드,C-03561,일반,2014-06-22,19:52:16,"42,700",0,3
롯데카드,C-13075,일반,2014-06-22,20:01:59,"31,800",0,2
국민카드,C-22715,일반,2014-06-22,20:05:25,"53,600",0,4
국민카드,C-36487,체크,2014-06-22,20:06:19,"31,800",0,2
삼성카드,C-08971,체크,2014-06-22,20:09:39,"31,800",0,3
신한카드,C-12584,일반,2014-06-22,20:10:38,"31,800",0,2
비씨카드,C-37945,체크,2014-06-22,20:13:22,"35,800",0,3
국민카드,C-15967,체크,2014-06-22,20:13:41,"31,800",0,2
비씨카드,C-38065,체크,2014-06-22,20:16:34,"31,800",0,2
외환카드,C-38791,체크,2014-06-22,20:16:59,"47,700",0,4
비씨카드,C-38341,체크,2014-06-22,20:17:22,"58,600",0,4
비씨카드,C-28804,체크,2014-06-22,20:17:46,"47,700",0,4
비씨카드,C-31264,일반,2014-06-22,20:19:13,"31,800",0,2
국민카드,C-42360,일반,2014-06-22,20:23:09,"47,700",0,3
신한카드,C-26417,체크,2014-06-22,20:24:28,"31,800",0,2
비씨카드,C-05591,체크,2014-06-22,20:25:51,"31,800",0,2
비씨카드,C-08941,체크,2014-06-22,20:26:55,"31,800",0,2
신한카드,C-34571,체크,2014-06-22,20:29:10,"15,900",0,2
국민카드,C-41531,일반,2014-06-22,20:29:21,"15,900",0,1
